date,close_price,high_price,low_price,open_price,volume
,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
2025-10-15,6671.06005859375,6724.1201171875,6612.10986328125,6688.27001953125,5633060000
2025-10-16,6629.06982421875,6709.33984375,6593.990234375,6689.02001953125,6048180000
2025-10-17,6664.009765625,6678.8798828125,6603.759765625,6613.27001953125,5358120000
2025-10-20,6735.1298828125,6744.35009765625,6690.0498046875,6690.0498046875,4672170000
2025-10-21,6735.35009765625,6752.16015625,6722.02978515625,6736.75,5245020000
2025-10-22,6699.39990234375,6741.75,6655.68994140625,6741.33984375,5710010000
2025-10-23,6738.43994140625,6749.52978515625,6700.14013671875,6703.64990234375,5565750000
2025-10-24,6791.68994140625,6807.10986328125,6772.06982421875,6772.06982421875,5058220000
2025-10-27,6875.16015625,6877.27978515625,6843.93994140625,6845.4599609375,5290650000
2025-10-28,6890.89013671875,6911.2998046875,6870.72998046875,6897.740234375,5695930000
2025-10-29,6890.58984375,6920.33984375,6851.91015625,6910.9501953125,6280130000
2025-10-30,6822.33984375,6880.75,6820.68994140625,6860.5,6052700000
2025-10-31,6840.2001953125,6879.169921875,6814.259765625,6879.169921875,6398280000
2025-11-03,6851.97021484375,6882.31982421875,6820.6201171875,6882.31982421875,6065720000
2025-11-04,6771.5498046875,6820.2099609375,6766.7099609375,6788.52001953125,5739510000
2025-11-05,6796.2900390625,6829.77978515625,6763.10986328125,6769.77001953125,5939600000
2025-11-06,6720.31982421875,6796.68017578125,6707.509765625,6787.58984375,6051900000
2025-11-07,6728.7998046875,6730.10986328125,6631.43994140625,6696.18017578125,5926070000
2025-11-10,6832.43017578125,6841.31982421875,6770.56005859375,6785.35986328125,5366050000
2025-11-11,6846.60986328125,6855.1298828125,6806.8701171875,6815.64013671875,4983490000
2025-11-12,6850.919921875,6869.91015625,6829.6201171875,6867.77001953125,5293610000
2025-11-13,6737.490234375,6828.0498046875,6724.72021484375,6826.47021484375,5473720000
2025-11-14,6734.10986328125,6774.31005859375,6646.8701171875,6672.14013671875,5042660000
2025-11-17,6672.41015625,6754.5,6638.89990234375,6713.60986328125,5204220000
2025-11-18,6617.31982421875,6666.6298828125,6574.31982421875,6641.18994140625,5159390000
2025-11-19,6642.16015625,6689.75,6603.5,6625.83984375,5021610000
2025-11-20,6538.759765625,6770.35009765625,6534.0498046875,6737.93017578125,5596080000
2025-11-21,6602.990234375,6660.0498046875,6521.919921875,6555.77001953125,5929930000
2025-11-24,6705.1201171875,6715.75,6630.7001953125,6636.5400390625,6039740000
2025-11-25,6765.8798828125,6776.39990234375,6659.97998046875,6697.02978515625,5003330000
2025-11-26,6812.60986328125,6831.43994140625,6783.8701171875,6793.5498046875,4485000000
2025-11-28,6849.08984375,6850.85986328125,6819.75,6822.52001953125,2558540000
2025-12-01,6812.6298828125,6843.64990234375,6799.93994140625,6812.2998046875,4549370000
2025-12-02,6829.3701171875,6851.5498046875,6806.7099609375,6830.9599609375,4582290000
2025-12-03,6849.72021484375,6862.419921875,6810.43017578125,6815.2900390625,4736780000
2025-12-04,6857.1201171875,6866.47021484375,6827.1201171875,6866.47021484375,4872440000
2025-12-05,6870.39990234375,6895.77978515625,6858.2900390625,6866.31982421875,4944560000
2025-12-08,6846.509765625,6878.27001953125,6827.18994140625,6875.2001953125,4757130000
2025-12-09,6840.509765625,6864.919921875,6837.43017578125,6840.60986328125,4508050000
2025-12-10,6886.68017578125,6900.669921875,6824.68994140625,6833.490234375,5526570000
2025-12-11,6901.0,6903.4599609375,6833.4501953125,6861.2998046875,5021060000
2025-12-12,6827.41015625,6899.85009765625,6801.7900390625,6886.85009765625,4910160000
2025-12-15,6816.509765625,6861.58984375,6801.490234375,6860.18994140625,4975600000
2025-12-16,6800.259765625,6819.27001953125,6759.740234375,6800.1201171875,4983180000
2025-12-17,6721.43017578125,6812.259765625,6720.43017578125,6802.8798828125,5122120000
2025-12-18,6774.759765625,6816.1298828125,6758.5,6778.06005859375,5101190000
2025-12-19,6834.5,6840.02001953125,6792.6201171875,6792.6201171875,8554470000
2025-12-22,6878.490234375,6882.02978515625,6855.740234375,6865.2099609375,4465030000
2025-12-23,6909.7900390625,6910.8798828125,6868.81005859375,6872.41015625,3820560000
2025-12-24,6932.0498046875,6937.31982421875,6904.91015625,6904.91015625,1798270000
2025-12-26,6929.93994140625,6945.77001953125,6921.60009765625,6936.02001953125,2586550000
2025-12-29,6905.740234375,6920.2099609375,6888.759765625,6903.60009765625,3541750000
2025-12-30,6896.240234375,6913.25,6893.47021484375,6900.43994140625,3309930000
2025-12-31,6845.5,6901.419921875,6844.5498046875,6898.81982421875,3261830000
2026-01-02,6858.47021484375,6894.8701171875,6824.31005859375,6878.10986328125,4184120000
2026-01-05,6902.0498046875,6920.3798828125,6891.56005859375,6892.18994140625,5771930000
2026-01-06,6944.81982421875,6948.68994140625,6904.02001953125,6908.02978515625,5509680000
2026-01-07,6920.93017578125,6965.68994140625,6919.18994140625,6945.06982421875,5214480000
2026-01-08,6921.4599609375,6931.27978515625,6899.330078125,6914.10986328125,5333200000
2026-01-09,6966.27978515625,6978.35986328125,6917.64013671875,6927.830078125,5163900000
2026-01-12,6977.27001953125,6986.330078125,6934.06982421875,6944.1201171875,5019040000
2026-01-13,6963.740234375,6985.830078125,6938.77001953125,6977.41015625,5091730000
2026-01-14,6926.60009765625,6941.2998046875,6885.740234375,6937.41015625,5530830000
2026-01-15,6944.47021484375,6979.33984375,6937.93017578125,6969.4599609375,5114050000
2026-01-16,6940.009765625,6967.2998046875,6925.08984375,6960.5400390625,5356550000
2026-01-20,6796.85986328125,6871.169921875,6789.0498046875,6865.240234375,5769500000
2026-01-21,6875.6201171875,6910.39013671875,6804.9599609375,6810.7099609375,5835520000
2026-01-22,6913.35009765625,6934.75,6893.6201171875,6914.43994140625,5307580000
2026-01-23,6915.60986328125,6932.9599609375,6895.5,6907.85009765625,4871930000
2026-01-26,6950.22998046875,6964.66015625,6921.60009765625,6923.22998046875,4968050000
2026-01-27,6978.60009765625,6988.81982421875,6958.830078125,6965.9599609375,5331720000
2026-01-28,6978.02978515625,7002.27978515625,6963.4599609375,7002.0,5507670000
